key,source,target,meme_intramax,meme_louvain,meme_AN,year,distance_km,conttype,contig_terre,contig_24mi,contig_large,mid_n,mid_hihost,mid_guerre,mid_duration,atop_allie,atop_defense,atop_offense,atop_neutral,atop_nonagg,atop_consul,atop_asymm
"10-230","Greenland","Spain",0,"0","0",1887,"4065.93820849844","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-235","Greenland","Portugal",0,"0","0",1887,"4085.62089908142","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-325","Greenland","Italy",0,"0","0",1887,"4300.0100731426","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-338","Greenland","Malta",0,"0","0",1887,"5047.75439270593","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-341","Greenland","Montenegro",1,"0","0",1887,"4493.89579810178","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-342","Greenland","Kingdom of Serbia",1,"0","0",1887,"4329.21686372246","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-3504","Greenland","Samos",0,"0","0",1887,"5263.52474779625","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-360","Greenland","Romania",1,"0","0",1887,"4364.65160239074","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-365","Greenland","Russia (USSR)",1,"0","0",1887,"4257.58818484787","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-380","Greenland","Sweden",1,"1","0",1887,"2605.0661874366","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-385","Greenland","Norway",1,"1","0",1887,"2141.97578570876","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-395","Greenland","Iceland",1,"1","0",1887,"1147.05552747846","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-4","Greenland","Hawaii (Sandwich Is.)",0,"0","0",1887,"8645.91454910403","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-403","Greenland","Sao Tome-Principe",0,"0","0",1887,"8619.84325164859","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-404","Greenland","Guinea-Bissau (Portuguese Guinea)",0,"0","0",1887,"6885.84331894715","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-4050","Greenland","St. Helena",0,"0","0",1887,"10119.8482817816","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-41","Greenland","Haiti",0,"0","0",1887,"6264.31890090355","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-433","Greenland","Senegal",0,"0","0",1887,"6637.2218509295","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-4341","Greenland","Old Dahomey",0,"0","0",1887,"7759.58709699817","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-437","Greenland","Ivory Coast",0,"0","0",1887,"7490.7719038068","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-450","Greenland","Liberia",0,"0","0",1887,"7577.89500751988","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-451","Greenland","Sierra Leone",0,"0","0",1887,"7319.57062746321","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-4781","Greenland","Lagos",0,"0","0",1887,"7874.16429498264","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-4782","Greenland","Oil Rivers Protectorate",0,"0","0",1887,"8095.55910647926","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-5","Greenland","Virgin Islands (Danish West Indies)",0,"0","0",1887,"6186.33698627642","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-51","Greenland","Jamaica",0,"0","0",1887,"6456.17975166476","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-511","Greenland","Zanzibar",0,"0","0",1887,"10278.360493516","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-541","Greenland","Mozambique (Portuguese East Africa)",0,"0","0",1887,"11525.2818919105","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-562","Greenland","Natal",0,"0","0",1887,"12501.1554506469","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-565","Greenland","Namibia (South West Africa) (German South West Africa)",0,"0","0",1887,"11411.8438842452","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-580","Greenland","Madagascar (Malagasy Republic)",0,"0","0",1887,"12029.6561378382","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-5801","Greenland","Nossi Be",0,"0","0",1887,"11367.8244319456","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-585","Greenland","Reunion (Bourbon I.)",0,"0","0",1887,"12438.8256240975","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-590","Greenland","Mauritius",0,"0","0",1887,"12410.4151153819","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-6","Greenland","Puerto Rico",0,"0","0",1887,"6224.01720932503","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-600","Greenland","Morocco",0,"0","0",1887,"4880.56906908369","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-616","Greenland","Tunisia (Regency of Tunis)",0,"0","0",1887,"5104.36775959695","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-630","Greenland","Iran (Persia)",1,"0","0",1887,"6750.61494853056","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-640","Greenland","Turkey (Ottoman Empire)",0,"0","0",1887,"5449.93705158773","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-65","Greenland","Guadeloupe",0,"0","0",1887,"6363.85734726257","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-66","Greenland","Martinique",0,"0","0",1887,"6533.69945756141","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-68","Greenland","Netherlands Antilles",0,"0","0",1887,"6572.3712418169","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-698","Greenland","Oman (Sultanate of Muscat and Oman)",0,"0","0",1887,"8037.43797676787","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-70","Greenland","Mexico",0,"0","0",1887,"6641.17982286082","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-710","Greenland","People's Republic of China (China)",0,"0","0",1887,"7699.29217182886","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-720","Greenland","Hong Kong",0,"0","0",1887,"9359.38571027596","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-721","Greenland","Macao",0,"0","0",1887,"9360.370637037","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-730","Greenland","Korea (Chosen)",0,"0","0",1887,"7796.43021621227","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-740","Greenland","Japan",0,"0","0",1887,"8122.20985756599","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-750","Greenland","India",0,"0","0",1887,"8647.13010935455","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-752","Greenland","Portuguese India",0,"0","0",1887,"11356.9668318746","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-780","Greenland","Sri Lanka (Ceylon)",0,"0","0",1887,"10287.1269050685","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-781","Greenland","Maldive Islands",0,"0","0",1887,"10444.0465659723","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-800","Greenland","Thailand (Siam)",0,"0","0",1887,"10037.482919817","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-823","Greenland","Sabah (North Borneo)",0,"0","0",1887,"11278.5441475189","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-8231","Greenland","Labuan I.",0,"0","0",1887,"11247.8545524034","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-827","Greenland","Straits Settlements",0,"0","0",1887,"11476.770788672","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-840","Greenland","Philippines",0,"0","0",1887,"10602.0243487381","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-850","Greenland","Indonesia (Dutch East Indies)",0,"0","0",1887,"12093.1539478239","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-90","Greenland","Guatemala",0,"0","0",1887,"7080.3852596409","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-901","Greenland","New South Wales",0,"0","0",1887,"15565.3811549212","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-902","Greenland","Western Australia",0,"0","0",1887,"14783.9694909287","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-903","Greenland","South Australia",0,"0","0",1887,"15352.3909148383","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-904","Greenland","Victoria",0,"0","0",1887,"16117.4544802726","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-905","Greenland","Queensland",0,"0","0",1887,"14245.6744033393","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-906","Greenland","Tasmania",0,"0","0",1887,"16676.1525806823","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-91","Greenland","Honduras",0,"0","0",1887,"7078.18243672844","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-911","Greenland","Papua (British New Guinea)",0,"0","0",1887,"12300.0833747676","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-920","Greenland","New Zealand",0,"0","0",1887,"16141.9661711494","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-93","Greenland","Nicaragua",0,"0","0",1887,"7205.96169931265","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-930","Greenland","New Caledonia",0,"0","0",1887,"14163.6947703613","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-10","Colombia (New Granada) (Gran Colombia)","Greenland",0,"0","0",1887,"7913.31875613869","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-101","Colombia (New Granada) (Gran Colombia)","Venezuela",0,"1","1",1887,"822.70345000825","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"100-1029","Colombia (New Granada) (Gran Colombia)","St. Pierre and Miquelon",0,"0","0",1887,"5041.83131438838","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"100-1048","Colombia (New Granada) (Gran Colombia)","Trinidad",0,"0","1",1887,"1507.23777741741","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"100-1055","Colombia (New Granada) (Gran Colombia)","Windward Is.",0,"0","1",1887,"1677.7792081041","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"100-1063","Colombia (New Granada) (Gran Colombia)","Leeward Is.",0,"0","1",1887,"1919.30047595","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"100-11","Colombia (New Granada) (Gran Colombia)","Faeroe Is.",0,"0","0",1887,"8412.31294706058","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-110","Colombia (New Granada) (Gran Colombia)","Guyana (British Guiana)",0,"0","1",1887,"1557.37129551373","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-115","Colombia (New Granada) (Gran Colombia)","Surinam (Dutch Guiana)",0,"0","1",1887,"1915.54803212069","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-1163","Colombia (New Granada) (Gran Colombia)","Falkland Is.",0,"0","1",1887,"6345.03617322626","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"100-120","Colombia (New Granada) (Gran Colombia)","French Guiana",0,"0","1",1887,"2248.67085544803","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-130","Colombia (New Granada) (Gran Colombia)","Ecuador",0,"0","1",1887,"767.480592844524","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"100-135","Colombia (New Granada) (Gran Colombia)","Peru",0,"0","1",1887,"1522.56033804714","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-150","Colombia (New Granada) (Gran Colombia)","Paraguay",0,"0","1",1887,"3480.14175216729","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-165","Colombia (New Granada) (Gran Colombia)","Uruguay",0,"0","1",1887,"4502.56345064772","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-2","Colombia (New Granada) (Gran Colombia)","United States of America",0,"1","0",1887,"4732.51400555514","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-200","Colombia (New Granada) (Gran Colombia)","United Kingdom",0,"0","0",1887,"8455.75319595548","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-21","Colombia (New Granada) (Gran Colombia)","Newfoundland and Labrador (Newfoundland)",0,"0","0",1887,"5588.50746880712","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-210","Colombia (New Granada) (Gran Colombia)","Netherlands",0,"0","0",1887,"8905.54107382281","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-212","Colombia (New Granada) (Gran Colombia)","Luxemburg",0,"0","0",1887,"8916.2700744299","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-220","Colombia (New Granada) (Gran Colombia)","France",0,"0","0",1887,"8576.30861096249","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-2249","Colombia (New Granada) (Gran Colombia)","Heligoland",0,"0","0",1887,"9080.81334722837","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"100-225","Colombia (New Granada) (Gran Colombia)","Switzerland",0,"0","0",1887,"9045.50289456067","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-230","Colombia (New Granada) (Gran Colombia)","Spain",0,"0","0",1887,"8016.83598897764","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-231","Colombia (New Granada) (Gran Colombia)","Gibraltar",0,"0","0",1887,"7777.35822092792","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-235","Colombia (New Granada) (Gran Colombia)","Portugal",0,"0","0",1887,"7504.38596208393","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-255","Colombia (New Granada) (Gran Colombia)","Germany (Zollverein)",0,"0","0",1887,"9200.11019698896","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-325","Colombia (New Granada) (Gran Colombia)","Italy",0,"0","0",1887,"9369.40890116434","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-338","Colombia (New Granada) (Gran Colombia)","Malta",0,"0","0",1887,"9555.17777132896","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-341","Colombia (New Granada) (Gran Colombia)","Montenegro",0,"0","0",1887,"9917.67421597571","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-342","Colombia (New Granada) (Gran Colombia)","Kingdom of Serbia",0,"0","0",1887,"9997.46414578324","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-350","Colombia (New Granada) (Gran Colombia)","Greece",0,"0","0",1887,"10283.9578445842","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-3504","Colombia (New Granada) (Gran Colombia)","Samos",0,"0","0",1887,"10628.0937585414","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"100-352","Colombia (New Granada) (Gran Colombia)","Cyprus",0,"0","0",1887,"11229.2659548988","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-360","Colombia (New Granada) (Gran Colombia)","Romania",0,"0","0",1887,"10333.0488095717","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-365","Colombia (New Granada) (Gran Colombia)","Russia (USSR)",0,"0","0",1887,"12134.8290686786","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-380","Colombia (New Granada) (Gran Colombia)","Sweden",0,"0","0",1887,"9534.95715445846","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-385","Colombia (New Granada) (Gran Colombia)","Norway",0,"0","0",1887,"9344.86915896987","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-390","Colombia (New Granada) (Gran Colombia)","Denmark",0,"0","0",1887,"9229.70188721542","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-395","Colombia (New Granada) (Gran Colombia)","Iceland",0,"0","0",1887,"8011.53618889846","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-4","Colombia (New Granada) (Gran Colombia)","Hawaii (Sandwich Is.)",0,"1","0",1887,"9312.57170647605","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-40","Colombia (New Granada) (Gran Colombia)","Cuba",0,"0","1",1887,"2114.27680071552","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-403","Colombia (New Granada) (Gran Colombia)","Sao Tome-Principe",0,"0","0",1887,"8889.16217302692","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-404","Colombia (New Granada) (Gran Colombia)","Guinea-Bissau (Portuguese Guinea)",0,"0","0",1887,"6471.22346263867","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-4050","Colombia (New Granada) (Gran Colombia)","St. Helena",0,"0","0",1887,"7756.01475208295","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"100-41","Colombia (New Granada) (Gran Colombia)","Haiti",0,"1","1",1887,"1670.50910734756","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"100-411","Colombia (New Granada) (Gran Colombia)","Equatorial Guinea (Spanish Guinea)",0,"0","0",1887,"9257.71585983561","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-42","Colombia (New Granada) (Gran Colombia)","Dominican Republic (Santo Domingo)",0,"1","1",1887,"1680.60405246683","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-433","Colombia (New Granada) (Gran Colombia)","Senegal",0,"0","0",1887,"6564.36382649504","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-4341","Colombia (New Granada) (Gran Colombia)","Old Dahomey",0,"0","0",1887,"8335.13820895509","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"100-437","Colombia (New Granada) (Gran Colombia)","Ivory Coast",0,"0","0",1887,"7451.53236228688","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-450","Colombia (New Granada) (Gran Colombia)","Liberia",0,"1","0",1887,"7040.53775072674","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-451","Colombia (New Granada) (Gran Colombia)","Sierra Leone",0,"0","0",1887,"6779.13092138442","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-452","Colombia (New Granada) (Gran Colombia)","Ghana (Gold Coast)",0,"0","0",1887,"8000.18287872949","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-4781","Colombia (New Granada) (Gran Colombia)","Lagos",0,"0","0",1887,"8494.48785689347","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"100-4782","Colombia (New Granada) (Gran Colombia)","Oil Rivers Protectorate",0,"0","0",1887,"8824.68026871739","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"100-490","Colombia (New Granada) (Gran Colombia)","Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)",0,"0","0",1887,"10807.2053387361","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-5","Colombia (New Granada) (Gran Colombia)","Virgin Islands (Danish West Indies)",0,"0","1",1887,"1840.05861775253","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-51","Colombia (New Granada) (Gran Colombia)","Jamaica",0,"0","1",1887,"1641.96385505687","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-511","Colombia (New Granada) (Gran Colombia)","Zanzibar",0,"0","0",1887,"12558.1099693011","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-530","Colombia (New Granada) (Gran Colombia)","Ethiopia (Abyssinia)",0,"0","0",1887,"12491.2942263162","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-541","Colombia (New Granada) (Gran Colombia)","Mozambique (Portuguese East Africa)",0,"0","0",1887,"12083.4568349804","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-562","Colombia (New Granada) (Gran Colombia)","Natal",0,"0","0",1887,"11560.7173222889","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-565","Colombia (New Granada) (Gran Colombia)","Namibia (South West Africa) (German South West Africa)",0,"0","0",1887,"10218.1843809083","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-580","Colombia (New Granada) (Gran Colombia)","Madagascar (Malagasy Republic)",0,"0","0",1887,"13329.6358887156","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-5801","Colombia (New Granada) (Gran Colombia)","Nossi Be",0,"0","0",1887,"13533.0555038773","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"100-581","Colombia (New Granada) (Gran Colombia)","Comoros",0,"0","0",1887,"13043.0104992178","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-585","Colombia (New Granada) (Gran Colombia)","Reunion (Bourbon I.)",0,"0","0",1887,"14187.2638932018","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-590","Colombia (New Granada) (Gran Colombia)","Mauritius",0,"0","0",1887,"14408.6592568572","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-6","Colombia (New Granada) (Gran Colombia)","Puerto Rico",0,"0","1",1887,"1748.36834901003","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-600","Colombia (New Granada) (Gran Colombia)","Morocco",0,"0","0",1887,"7641.72844813294","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-616","Colombia (New Granada) (Gran Colombia)","Tunisia (Regency of Tunis)",0,"0","0",1887,"9147.26053101788","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-630","Colombia (New Granada) (Gran Colombia)","Iran (Persia)",0,"0","0",1887,"13091.0005255578","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-640","Colombia (New Granada) (Gran Colombia)","Turkey (Ottoman Empire)",0,"0","0",1887,"11379.2642263933","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-65","Colombia (New Granada) (Gran Colombia)","Guadeloupe",0,"0","1",1887,"1869.84957770009","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-651","Colombia (New Granada) (Gran Colombia)","Egypt Arab Republic (Egypt)",0,"0","0",1887,"11023.7805781781","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-66","Colombia (New Granada) (Gran Colombia)","Martinique",0,"0","1",1887,"1790.54375199037","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-68","Colombia (New Granada) (Gran Colombia)","Netherlands Antilles",0,"0","1",1887,"1459.7647247695","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-698","Colombia (New Granada) (Gran Colombia)","Oman (Sultanate of Muscat and Oman)",0,"0","0",1887,"13939.6086393679","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-70","Colombia (New Granada) (Gran Colombia)","Mexico",0,"1","1",1887,"3747.243073006","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-710","Colombia (New Granada) (Gran Colombia)","People's Republic of China (China)",0,"0","0",1887,"15588.6985100454","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-720","Colombia (New Granada) (Gran Colombia)","Hong Kong",0,"0","0",1887,"17003.0849790883","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-721","Colombia (New Granada) (Gran Colombia)","Macao",0,"0","0",1887,"17029.8321751632","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-730","Colombia (New Granada) (Gran Colombia)","Korea (Chosen)",0,"0","0",1887,"14957.8558319601","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100-740","Colombia (New Granada) (Gran Colombia)","Japan",0,"0","0",1887,"14727.07465459","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
